id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350299355,5/10/17,S3960,241-280-056-014,AC59536,U,NA,NA,NA,NA,NA,NA,* for repair in accordance wih the latest revision of the manufacturers   CMM. No deviations from this CMM are permitted without prior approval.   Defect: High vibration on the #2 engine up to 3.1 units at 91% N1 also   AVM not showing balance data after 3rd engine run. AVM replaced IAW AMM   77-31-03 REV 62 * TSN/CSN: 32586/18782 * EASA / FAA,Service Rep EVM280 Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,,UNK,UNK,N,32586,18782,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ETD,Meggitt SA,350299401,5/10/17,S3960,241-322-008-022,AF76424,U,NT,NA,NA,NA,NA,NA,"* For inspection, Modidfy * CMM 77-30-17 REV 02 * A6-ETH, 777 * * EASA / FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory due to external cause. Unit works within specification. No fault found.",R2,1,,81205,777,BOEING,300ER,A6-ETH,39683,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,JAL,Meggitt SA,350299857,5/12/17,S3960,241-280-053-013,AA77703,U,NT,NA,NA,NA,NA,NA,"* For warranty repair * Removal reason: ""Eng vib bit"" aprd * Please check and repair IAW CMM 77-30-11 REV. latest * TSN: 33754 / CSN: 18845 * A/C type: 767 / Reg: JA616J * EASA / FAA","Service Rep EVM280  Seal(s) ok and no physical damage has been noticed. Some failure 7,8,9,10,11,12,13,14,15,16 detected in memory at reception. Impossible to reproduce these faults, during investigation test in our shop. Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,767,Boeing,300EREM,JA616J,35913,N,33754,18845,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,BAW,Meggitt SA,350299864,5/12/17,S3960,241-322-008-022,AE81923,U,NT,NA,NA,NA,NA,NA,* for inspection / repair - Failed operation * A/C reg: G-STBB - TSN/CSN: 34944/UNK * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit tested several times with pass result. Unit works witin specification. No fault found.",R2,1,,81205,777,BOEING,300ER,G-STBB,38286,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350300315,5/16/17,S3960,241-322-008-022,AD25107,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: L ENG vib mon fault with history on eicas. Maint   msg: 77-03111 * A/C reg: A6-ECU - TSN/CSN: 35190:09/3933.00 * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Oscillators replaced on VPM module and Arinc module preventively.",R2,1,,81205,777,BOEING,300ER,A6-ECU,35593,N,35190,3933,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CFG,Meggitt SA,350300494,5/17/17,S3960,241-251-000-121,EB202,U,NT,NA,NA,NA,NA,NA,"* For repair - Inop * TSN: 4694, CSN: 565, D-ABUE, 767-300EREM * * EASA / FAA",Seal(s) ok and no physical damage has been noticed. No failure detected in memory at reception. Self test is pass. Unit works within specifications. No fault found.,R2,1,TEST,81205,767,BOEING,300EREM,D-ABUE,26984,N,4694,565,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CLX,Meggitt SA,350300736,5/18/17,S3960,241-280-053-013,AA74705,U,NT,NA,NA,NA,NA,NA,"* for repair - Defect: NON FDE fault, AVM conditioner ENG 1,2 fail msg   77111 * A/C reg: LX-VCV - TSN/CSN: UNK * EASA / FAA","Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test pass. Fault ""Tacho Loss"" in memory due to external cause. Unit works within specification. No fault found. Modrec label replaced because Modrec 2 replaced Modrec 1. New label with modrec 2.",R2,1,,81205,747,BOEING,400F,LX-VCV,34235,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,EXS,Meggitt SA,350300924,5/19/17,95411,6672M452,BR23,U,NT,NA,NA,NA,NA,NA,"* for inspection / repair - Defect: L vibe monitor display L vibe monitor   eicas display blank ""FF"" display on AVM signal conditioner. * A/C reg: G-LSAJ - TSN/CSN: UNK * EASA / FAA",No physical damage has been noticed. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,757,BOEING,200EM,G-LSAJ,24793,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350302107,5/29/17,S3960,241-322-008-022,AD69417,U,FT,NI,CR,NA,NA,SW,* for repair - REF MADD 9914 T/S found SCV cannot connect. * The engine in question experienced a vibration decrease to zero or is   missing vibration data. Please action. 1 Verify that there have been no   maintenance actions that could have caused the indication errors. 2.   Troubleshoot AVM System per AMM Task #77-31-00-200-801-H01 Engine   Vibration Monitoring (AVM) system inspection. 3. Troubleshoot SCU per   FIM 77-31 Task 821. 4. Troubleshoot remote charge converter per FIM   77-31 Task 804. 5. Troubleshoot AIMS per FIM 77-31 Task 817. R<(>&<)>R   AIMS unit as required. 6. Record all findings and work done in the AML.   Priority A. Elapsed time: 5-6 hrs. * A/C reg: B-KQA - TSN/CSN: 30245:23/3244.00 - PFR: YES * EAA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit work within specification. Due to fault 10 and 18 in memory, VPM module must be replaced by a new PNR 241-322-400-045 iaw SB 322-77-005 rev 0, Modrec 4 added.",R2,1,,81205,777,BOEING,300ER,B-KQA,37898,N,30245,3244,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350302277,5/30/17,S3960,241-322-008-022,AK45340,U,NT,NA,NA,NA,NA,NA,"* For warranty repair - Status msg eng vib monitor R. M M: 77-00032 * A6-ENU, TSN 13469.41, CSN 2615 * * EASA / FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. FOC, no charge.",R2,1,,81205,777,BOEING,300ER,A6-ENU,41367,N,13469,2615,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350302288,5/30/17,S3960,241-258-032-110,0696,U,FT,NI,NC,NA,NA,HW,* for inspection / repair - U/S * A/C reg: TC-JFH - TSN/CSN: 57092/30487 * EASA / FAA,Service Rep EVM-258 Seal(s) ok and no physical damage has been noticed. Fault 19 detected in memory at reception. During investigation test ATP fail due to defective processing Processing must be repaired Self test is pass.,R2,1,,81205,737,BOEING,800,TC-JFH,29770,N,57092,30487,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350302717,6/2/17,S3960,241-322-008-022,AJ56566,U,NT,NA,NA,NA,NA,NA,"* for repair - blank. C/W Policy Sheet G-77-31-101 Dated 26Aug2016 * MODS information EG-7731-7-5000 PT1, EG-7731-7-5000 PT2, and document,   even if PCW on the 8130 * TSN/CSN: 14724:8/2474 - PO amount: 4694.00$ * EASA / FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Policy sheet G-77-31-101",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,14724,2474,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AMX,Meggitt SA,350302777,6/2/17,S3960,241-280-056-014,AB40661,U,NT,NA,NA,NA,NA,NA,* for functional test acc to latest Manufacturer´s Documents * A/C reg: N788XA - LHT-POOL - TSN/CSN: 196/104 - PMA: YES * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Endurance test is pass Unit works within specifications. No fault found. Your option: A) unit back NFF and recertified B) unit return in as is condition C) unit scrapped on site,R2,1,,81205,737,BOEING,700,N788XA,33788,N,196,104,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,PGT,Meggitt SA,350303858,6/9/17,S3960,241-298-002-015,AF61394,U,FT,NI,CR,NA,NA,HW,"* for test / repair as necessary. Please apply; powerplant ENG - CFM56-7B   CESM 0013, REV: 03 - Date: 30.10.20019 * A/C reg: TC-ASP - TSN/CSN: 22288/14965 * EASA / FAA","Seal(s) ok and no major physical damage has been noticed. Display blank at reception, unit does not load the software. Processing module must be repaired.",R2,1,,81205,737,BOEING,800,TC-ASP,40011,N,22288,14965,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350304118,6/12/17,S3960,241-215-000-031,0164,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: Eratic engine vib indications. C/W Policy Sheet   M-77-32-01 - Dated: 03Dec2009 - TSN/CSN: 60602:29/14442 * EASA / FAA * PO amount: 4930.00$,"Seal(s) ok and no major physical damage has been noticed. External fault in memory: ""N1 N2 vib fault"" Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,60602,14442,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350304298,6/13/17,S3960,241-256-000-131,EF508,U,NT,NA,NA,NA,NA,NA,* for functional test acc to latest Manufacturer´s Documents. WRONG IND ON   ENG 3 * A/C reg: D-ABVO - TSN/CSN: UNK - End-user: LHT-Pool - PMA: YES * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. Your option: A) unit back NFF and recertified B) unit return in as is condition C) unit scrapped on site,R2,1,,81205,747,BOEING,400,D-ABVO,28086,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AFR,Meggitt SA,350305616,6/20/17,S3960,241-324-000-012,AF49921,U,NT,NA,NA,NA,NA,NA,* for test / repair - Defect: is ECAM-907179-555-JIC (high N1 vibration   troubleshooting) PTMPR auto depuis PTREX. CMM ATA 77-30-19 - REV: 02 -   Date: JAN10 * A/C reg: UNK - TSN/CSN: UNK - PO amount: 1920.00 EUR * EASA / FAA,"Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specification. No fault found.",R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AIC,Meggitt SA,350306259,6/26/17,S3960,241-251-000-121,EB272,U,NT,NA,NA,NA,NA,NA,* for test / repair - Defect: ENG vib fluctuates from 011 to 2.5. Rmvd   from VT-ESO * TSN/CSN: 70915.03/14652.00 * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,747,BOEING,400,VT-ESO,27165,N,70915,14652,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,LAN,Meggitt SA,350306455,6/27/17,S3960,241-322-008-022,AH37553,U,FT,NI,CR,NA,NA,HW,* for modification / repair - Defect: indication is blank on RH engine. V   322-77-002. CMM ATA 77-30-17 - REV: 02 - Date: AUG10 * A/C reg: N776LA - PO amount: 4769.00 EUR * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Failure on ATP step 1.2.2 and 1.2.3 ""Power supply +15/-15"" due to resitances and capacitors defect on VPM module. Resistances and capacitors must be replaced. Oscillator on VPM module must be replaced preventively.",R2,1,,81205,777,BOEING,200F,N776LA,38091,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350306892,6/29/17,S3960,241-280-053-013,0560,U,NT,NA,NA,NA,NA,NA,"* For repair * Engine#2 Vibration in up to 3,7 unit during CLB description sign svale * Quote: YES - PMA: YES * TSN: UNK - CSN: UNK * EASA / FAA / CAAC * A/C Reg.: VQ-BJF","Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test pass. No fault in memory. Unit works within specification. No fault found. Due to previous return, Display module, PSM module and backplane module replaced preventively FOC.",R2,1,,81205,737,Boeing,800,VQ-BJF,32778,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350307071,6/28/17,95411,40-618-14,299,U,FT,NI,NC,NA,NA,HW,* for repair - Defect: IND less tham P/O ind. Left stab trim reference   underfeeds by negative 0.4 in relation to right side capts stab trim ind   replaced - both ind now same MM 27-48-02 REV MAR17 * A/C reg: B-LIB - TSN/CSN: 6290:15/1744.00 * EASA / FAA,No external damage noticed at reception. Tape assembly found broken and must be replaced. Calibration ok.,R2,1,,81205,747,BOEING,400ERF,B-LIB,36867,N,6290,1744,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350307263,6/30/17,S3960,241-250-000-121,EA109,U,NT,NA,NA,NA,NA,NA,* for test / repair acc to latest Manufacturer`s Documents. * A/C reg: VQ-BIC - TSN/CSN: UNK - PMA: NO * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. Your option: A) unit back NFF and recertified B) unit return in as is condition C) unit scrapped on site,R2,1,,81205,737,BOEING,400,VQ-BIC,28478,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350307463,7/4/17,S3960,241-324-000-012,AE17266,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: Intermittent high FR vibes indicated * TSN/CSN: UNK - A/C reg: UNK * EASA / FAA,"Service Rep ARCC Seal missing, no major damage was detected at reception. Unit works within specification. No fault found.",R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350307840,7/6/17,S3960,241-280-053-013,0636,U,FT,NI,CR,NA,NB,HW,* for bench test - Defect: Falt codes 28 and 49 want clear * A/C reg: UNK / TSN/CSN: 354:1/154 - Policy Sheet: NO - PO amount: 1181$ * EASA / FAA,"Service Rep EVM280  Seal ok. No major physical damages noticed. A bent noticed on unit case. Self Test is PASS. Failures ""28h"" and ""49h"" noticed in memory at reception. Some intermittent failures noticed during tests, due to defective processing module.  The processing module cannot be replaced due to obsolescence of module.  Meggitt proposed to replace the defective unit by a new unit PNR 241- 280-053-013 Serial AK46232 DMF 042014 ModRec2 at special trading price. . Your options:  a.) You want your unit exchanged by a new one PNR 241-280-053-013 Serial AK46232 DMF 042014 ModRec2 at special trading price.      Price: 38'328,00 USD  b.) You want your unit returned in As-Is conditions.      Price: 1'219,00 USD  c.) You want your unit scrapped on site.      Price: 0,00 USD",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,354,154,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350307956,7/7/17,S3960,241-324-000-012,AJ11353,U,NT,NA,NA,NA,NA,NA,* For repair * VIBRATION INDICATION BLANK ON ENK PER FORMACE PAGE (INDICATION   INTERMITTENT) FAILED TO GET VIB DATA DURING ENK RUN * TSN: 20831 - CSN: 4101 * A/C Reg.: A6-ENI * EASA / FAA,"Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,300ER,A6-ENI,41087,N,20831,4101,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,BAW,Meggitt SA,350308406,7/11/17,S3960,241-253-000-131,EE234,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: Replaced under D7 32469871 intermittent hi N1 vib   indication # 1 ENG. CMM ref from DMS: 77-31-61 * A/C reg: G-BNWZ - TSN: 91531 * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,BOEING,300EREM,G-BNWZ,25733,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350308408,7/11/17,S3960,241-298-002-015,AF82054,U,FT,NA,NC,NA,NA,HW,"* for repair in accordance with the latest revision of the manufacturers   CMM. Defect: failed on fit. Unable to turn on. This is the second failed   on fit in a row, see order R58683117 and order W12875017. Do not return   this unit to ryanair without technical services permission. * TSN/CSN: 16552/8830 * EASA / FAA","Seal(s) ok and no major physical damage has been noticed. Due to previous return, Processing module will be replaced under warranty.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,16552,8830,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,YZR,Meggitt SA,350308777,7/13/17,S3960,241-256-000-131,EF303,U,NT,NA,NA,NA,NA,NA,"* For repair in accordane with the latest CMM * Removal cause: after installed, can not work. Suspect this is a fault   part * A/C model: 747 / A/C reg: B2432 * FAA (with OEM part number on) / CAAC (will not be provided, customer   informed)",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,747,Boeing,400BDSF,B-2432,28283,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,BPA,Meggitt SA,350309013,7/13/17,95411,6670M2230,AJ43,U,NT,NA,NA,NA,NA,NA,"* For repair * Carryout a strip, survey <(>&<)> quote. Do not proceed with the work   until written approval is received. Please provide strip report and cost   estimate before proceeding. * TSN: UNK * * EASA / FAA / CAAC / COC * A/C: EI-FVA",Subcontracted to MOC,R2,0,IRTR,81205,737,Boeing,400,EI-FVA,24706,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AFR,Meggitt SA,350309745,7/19/17,S3960,241-322-008-022,AE63849,U,FT,NI,CR,NA,NA,HW,* For repair and modification * Inoperative * CMM 77-20-17 Rev 02 * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Failure on ATP step 1.5 ""Discrete Inputs"" due to CPLD defect on ARINC module. CPLD must be replaced. Oscillators on Arinc module and VPM module must be replaced preventively.",R2,1,,81205,777,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350297125,4/24/17,S3960,241-280-053-013,AK80204,U,NT,NA,NA,NA,NA,NA,* For bench check (test) * TSN: 3406 / CSN: 1450 * ACN: 121 * PO amount: 1181.00 USD * EASA / FAA,"Service Rep EVM280  Seals ok. No major physical damages noticed. No memory faults at reception. SB280-77-002 Rev.1 Ovt 25/06 checked, ,odification already applied at reception. SB280-77-005 Rev.0 Jul 02/12 checked, already applied at reception. Unit works within specifications. No faults foiund.",R2,1,,81205,UNK,Boeing,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CSN,Meggitt SA,350297855,4/27/17,S3960,241-324-000-012,AM14145,U,NT,NA,NA,NA,NA,NA,* For repair * Removal code: Unscheduled * Removal reason: Fault Maint code 77-03062 * TSN: 3266 / CSN: 560 * A/C B-7588 * EASA / FAA / CAAC (will not be provided - customer informed),Seal(s) ok and Acceptable  use  damage  has been noticed. Unit works within specifications. No fault found.,R2,1,,81205,777,Boeing,300ER,B-7588,43228,N,3266,560,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,JAL,Meggitt SA,350297929,4/28/17,S3960,241-280-053-013,AA90110,U,NA,NA,NA,NA,NA,NA,"* For warranty check and repair iaw CMM: 77-30-11 REV. latest * Please detail check for processing module card. Previous PO 4200359706,   4200347919 * Removal reason: Eicas maint page ""FAN"" and ""LPT"" phase angle indication   was blank when engine run up * TSN: 31583 / CSN: 15056 * A/C type: 767 / Reg: JA616J * EASA / FAA",Seal(s) ok and Acceptable  use  damage  has been noticed. Fault 1/rev loss E2 and N1 tacho loss E2 found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,Boeing,300EREM,JA616J,35813,N,31583,15056,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CFG,Meggitt SA,350298142,5/1/17,S3960,241-251-000-121,EB345,U,NT,NA,NA,NA,NA,NA,* For repair - Due to previous - reports on LH engine N1 vib - AVM was   already replaced. * A/C: D-ABUH    A/C reg: 767-300ERE    TSN: 13039    CSN: 1547 * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,"Service Rep OLD-EVM Seals ok, light scratches on case. 1x unit failure in memory not reproduced in our shop. Self test pass. Unit works within specification. No fault found.",R2,1,,81205,767,BOEING,767-300ERE,D-ABUH,26986,N,13039,1547,,
