aircraft_fully_qualified_registration_no,aircraft_identification_no,manufacturer_name,manufacturer_code,aircraft_model_identifier,aircraft_series_identifier
N648ME,50500425,Embraer,001JK,Phenom,300
N648NK,7656,Airbus,FA849,A320,200
N648QS,560-5574,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N648RR,015,Gulfstream,2AAX5,Gulfstream G200 / IAI Galaxy,Gulfstream G200 (IAI Galaxy)
N648RW,17000068,Embraer,001JK,E170,
N648SB,421C-0648,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N648T,4636002,Piper,ZZZZZ,PA-46 Malibu,PA-46 Jetprop DLX
N648TT,208B-5408,Textron Aviation (Cessna),ZZZZZ,Cessna 208 Caravan,208B Grand Caravan
N648UA,25285,Boeing,81205,767,300ER
N6492C,LJ-1050,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90-1
N649AW,0803,Airbus,FA849,A320,200
N649CA,4698067,Piper,ZZZZZ,PA-46 Malibu,PA-46 M600
N649CC,649,Bombardier (de Havilland),L00I6,DHC-8,200 (Q200)
N649DA,42.N334,Diamond,ZZZZZ,DA42,NG
N649DL,24389,Boeing,81205,757,200
N649DX,50000194,Embraer,001JK,Phenom,100
N649GT,25864,Boeing,81205,767,300ER
N649JB,2977,Airbus,FA849,A320,200
N649JC,BB-649,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N649JP,45-514,Bombardier (Learjet),L00I6,Learjet 75,
N649JR,510-0247,Textron Aviation (Cessna),ZZZZZ,Citation Mustang (Cessna 510),510 Citation Mustang
N649KA,AC-649,Fairchild (Swearingen),ZZZZZ,Merlin IV/Metro,SA227 AC
N649NK,7679,Airbus,FA849,A320,200
N649P,649,Pilatus,ZZZZZ,PC-12,45
N649PP,145234,Embraer,001JK,ERJ-145,
N649QS,680A-0195,Textron Aviation (Cessna),ZZZZZ,Citation Latitude (Cessna 680A),680A Citation Latitude
N649RW,17000070,Embraer,001JK,E170,
N649SP,60-390,Bombardier (Learjet),L00I6,Learjet 60,
N649TT,342,Dassault,F6117,Falcon 50, EX
N649UA,25286,Boeing,81205,767,300ER
N64AA,4697608,Piper,ZZZZZ,PA-46 Malibu,PA-46 M500
N64AP,31-7405178,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N64BF,279,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 700 C
N64BH,501-0325,Textron Aviation (Cessna),ZZZZZ,Citation I (Cessna 500),501 Citation I SP
N64BR,31-7752124,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N64C,LM-32,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air A90-1
N64CF,461,Bombardier (Learjet),L00I6,Learjet 35,A
N64DA,110385,Embraer,001JK,EMB-110,P1
N64DH,282-52,Rockwell,ZZZZZ,Sabreliner,40 (NA265-40)
N64FB,FL-308,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N64FS,417,IAI,ZZZZZ,IAI 1123/1124 Westwind,1124A
N64FT,560-0142,Textron Aviation (Cessna),ZZZZZ,Citation V (Cessna 560),560 Citation V
N64GT,LJ-1765,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GT
N64HH,45-087,Bombardier (Learjet),L00I6,Learjet 45,
N64JP,60-246,Bombardier (Learjet),L00I6,Learjet 60,
N64KA,LJ-606,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90
N64LE,5031,Bombardier (Canadair),L00I6,Challenger,601-3
N64LG,240,Mitsubishi,ZZZZZ,MU-2,B-25 (K)
N64LV,560-0345,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N64LW,525A-0464,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ2 (Cessna 525A),525A CJ2+
N64MD,1561SA,Mitsubishi,ZZZZZ,MU-2,B-60 (Marquise)
N64MG,60-224,Bombardier (Learjet),L00I6,Learjet 60,
N64MJ,45-136,Bombardier (Learjet),L00I6,Learjet 45,
N64NB,065,Bombardier (Learjet),L00I6,Learjet 31,A
N64NY,9310,Bombardier (Canadair),L00I6,Global Express / Global 6000,Global Express XRS
N64P,0035,Cirrus,ZZZZZ,SF50 Vision,
N64PM,RB-168,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N64PS,11702,Rockwell,ZZZZZ,Turbo Commander,690C
N64PT,208-00349,Textron Aviation (Cessna),ZZZZZ,Cessna,208 Caravan
N64RT,550-0840,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N64SV,560-0764,Textron Aviation (Cessna),ZZZZZ,Citation Encore (Cessna 560),560 Citation Encore
N64TA,42-5501042,Piper,ZZZZZ,PA-42,720 Cheyenne IIIA
N64TF,550-0064,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N64TR,FL-544,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N64TW,4636054,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N64UC,5587,Bombardier (Canadair),L00I6,Challenger,604
N64VM,RJ-1,Textron Aviation (Hawker),ZZZZZ,Hawker 400 / Beechjet 400,Beechjet 400
N650AE,145417,Embraer,001JK,ERJ-145,
N650AF,6089,Gulfstream,2AAX5,Gulfstream G650,
N650AH,650-0139,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650AN,6233,Gulfstream,2AAX5,Gulfstream G650,ER
N650AP,14501212,Embraer,001JK,ERJ-135,Legacy 650
N650AS,650-0002,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650AT,650-7035,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650AW,0856,Airbus,FA849,A320,200
N650BC,501-0192,Textron Aviation (Cessna),ZZZZZ,Citation I (Cessna 500),501 Citation I SP
N650BD,414A-0404,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N650BG,654,Pilatus,ZZZZZ,PC-12,45
N650BV,650-0176,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650CB,650-0084,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650CG,650-0023,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650CH,650-0154,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650CJ,650-7044,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650CM,560-0177,Textron Aviation (Cessna),ZZZZZ,Citation V (Cessna 560),560 Citation V
N650CS,27191,Boeing,81205,737 (CFMI),400
N650CT,120198,Embraer,001JK,EMB-120,
N650CZ,650-7050,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650DA,6057,Gulfstream,2AAX5,Gulfstream G650,
N650DB,414A-0853,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N650DH,247,Gulfstream,2AAX5,Gulfstream G150,
N650DL,24390,Boeing,81205,757,200
N650DM,85,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 700
N650DR,560-6248,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N650EC,14501000,Harbin Embraer,ZZZZZ,ERJ-145,
N650EH,6230,Gulfstream,2AAX5,Gulfstream G650,ER
N650EW,6069,Gulfstream,2AAX5,Gulfstream G650,ER
N650FC,650-0146,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650FE,726,Airbus,FA849,A300,600 F
N650FJ,6175,Gulfstream,2AAX5,Gulfstream G650,ER
N650FX,6268,Gulfstream,2AAX5,Gulfstream G650,
N650GA,6344,Gulfstream,2AAX5,Gulfstream G650,ER
N650GC,650-0215,Textron Aviation (Cessna),ZZZZZ,Citation VI (Cessna 660),660 Citation VI
N650GE,6132,Bombardier (Canadair),L00I6,Challenger,650
N650GF,6341,Gulfstream,2AAX5,Gulfstream G650,ER
N650GK,6065,Bombardier (Canadair),L00I6,Challenger,650
N650GP,6124,Bombardier (Canadair),L00I6,Challenger,650
N650GT,22566,Boeing,81205,767,200F
N650GU,6067,Gulfstream,2AAX5,Gulfstream G650,
N650GX,6001,Gulfstream,2AAX5,Gulfstream G650,
N650GY,6144,Gulfstream,2AAX5,Gulfstream G650,ER
N650HC,6097,Gulfstream,2AAX5,Gulfstream G650,
N650HF,6117,Gulfstream,2AAX5,Gulfstream G650,
N650HG,650-0083,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650HJ,5653,Bombardier (Canadair),L00I6,Challenger,604
N650HW,650-7077,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650JA,650-0090,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650JC,680-0161,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N650JF,14501215,Embraer,001JK,ERJ-135,Legacy 650
N650JK,6046,Gulfstream,2AAX5,Gulfstream G650,
N650JL,650-7101,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650JR,6081,Bombardier (Canadair),L00I6,Challenger,650
N650JS,216,Dassault,F6117,Falcon 50,
N650JT,BE-60,Textron Aviation (Beechcraft),ZZZZZ,King Air 100,King Air B100
N650KB,650-0078,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650KC,4636650,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N650KP,650-0095,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650LC,6098,Bombardier (Canadair),L00I6,Challenger,650
N650LL,449,Pilatus,ZZZZZ,PC-12,45
N650MC,650,Pilatus,ZZZZZ,PC-12,45
N650MG,387,Dassault,F6117,Falcon 20/200,Falcon 20-5
N650MP,2060,Gulfstream,2AAX5,Gulfstream G280,
N650MS,6053,Gulfstream,2AAX5,Gulfstream G650,
N650MT,6030,Gulfstream,2AAX5,Gulfstream G650,
N650NB,6200,Gulfstream,2AAX5,Gulfstream G650,
N650NK,7724,Airbus,FA849,A320,200
N650NR,6019,Gulfstream,2AAX5,Gulfstream G650,
N650NV,560-0429,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N650PE,6050,Gulfstream,2AAX5,Gulfstream G650,
N650PG,525-1017,Textron Aviation (Cessna),ZZZZZ,Citation M2,
N650PJ,650-7059,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650PP,6051,Bombardier (Canadair),L00I6,Challenger,650
N650PT,650-0169,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650PW,650-0228,Textron Aviation (Cessna),ZZZZZ,Citation VI (Cessna 660),660 Citation VI
N650QS,680A-0196,Textron Aviation (Cessna),ZZZZZ,Citation Latitude (Cessna 680A),680A Citation Latitude
N650RA,650-7047,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650RG,6004,Gulfstream,2AAX5,Gulfstream G650,ER
N650RH,6154,Gulfstream,2AAX5,Gulfstream G650,
N650RJ,14501174,Embraer,001JK,ERJ-135,Legacy 650
N650RL,6074,Bombardier (Canadair),L00I6,Challenger,650
N650RM,414A-0031,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N650RP,650-0157,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650RW,17000071,Embraer,001JK,E170,
N650SF,650-0034,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650SG,650-0191,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650TA,650-0088,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650TB,14501204,Embraer,001JK,ERJ-135,Legacy 650
N650TC,257126/NA0290,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,HS125 700
N650TL,1050,Bombardier (Canadair),L00I6,Challenger,600 B
N650TP,6051,Gulfstream,2AAX5,Gulfstream G650,
N650UA,650-7065,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650VC,6244,Gulfstream,2AAX5,Gulfstream G650,ER
N650VM,525-0921,Textron Aviation (Cessna),ZZZZZ,Citation M2,
N650W,650-0237,Textron Aviation (Cessna),ZZZZZ,Citation VI (Cessna 660),660 Citation VI
N650WC,871,Pilatus,ZZZZZ,PC-12,47
N650WE,650-0040,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N650WT,650-7094,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N650XA,6201,Gulfstream,2AAX5,Gulfstream G650,ER
N650XF,6071,Gulfstream,2AAX5,Gulfstream G650,
N651AE,145422,Embraer,001JK,ERJ-145,
N651AT,650-0063,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N651AW,0866,Airbus,FA849,A320,200
N651BA,6287,Gulfstream,2AAX5,Gulfstream G650,ER
N651BC,076,Saab,ZZZZZ,Saab 340,A
N651CC,650-7119,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N651CG,525B-0105,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ3 (Cessna 525B),525B CJ3
N651CH,6060,Gulfstream,2AAX5,Gulfstream G650,ER
N651CJ,525-0365,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ1 (Cessna 525),525 CJ1
N651CT,120197,Embraer,001JK,EMB-120,F
N651CV,650-0036,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N651DH,319,Gulfstream,2AAX5,Gulfstream G150,
N651DL,24391,Boeing,81205,757,200
N651EJ,650-0241,Textron Aviation (Cessna),ZZZZZ,Citation VI (Cessna 660),660 Citation VI
N651EM,650-0030,Textron Aviation (Cessna),ZZZZZ,Citation III (Cessna 650),650 Citation III
N651FE,728,Airbus,FA849,A300,600 F
N651FX,6013,Gulfstream,2AAX5,Gulfstream G650,
N651GA,6351,Gulfstream,2AAX5,Gulfstream G650,ER
N651GT,22570,Boeing,81205,767,200F
N651JB,2992,Airbus,FA849,A320,200
N651LS,5413,Bombardier (Canadair),L00I6,Challenger,604
N651MK,465-73,Rockwell,ZZZZZ,Sabreliner,65 (NA265-65)
N651NK,8018,Airbus,FA849,A320,200
N651PB,651,Pilatus,ZZZZZ,PC-12,45
N651QS,560-5251,Textron Aviation (Cessna),ZZZZZ,Citation Excel (Cessna 560XL),560XL Citation Excel
N651RW,17000072,Embraer,001JK,E170,
N651TC,FL-842,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N651TM,BB-804,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N651TW,525B-0217,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ3 (Cessna 525B),525B CJ3
N651UA,25389,Boeing,81205,767,300ER
N651WB,364,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N651WE,6141,Gulfstream,2AAX5,Gulfstream G650,ER
N651WT,29065,Boeing,81205,777,200ER
N651XA,6211,Gulfstream,2AAX5,Gulfstream G650,ER
N65223,996,Viking Air,ZZZZZ,DHC-2,
N652AW,0953,Airbus,FA849,A320,200
N652BA,6130,Gulfstream,2AAX5,Gulfstream G650,ER
N652BR,7429,Bombardier (Canadair),L00I6,CRJ200,
N652CA,4697522,Piper,ZZZZZ,PA-46 Malibu,PA-46-500TP Malibu Meridian
N652CC,650-7107,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N652CH,6074,Gulfstream,2AAX5,Gulfstream G650,ER
N652CR,652,Pilatus,ZZZZZ,PC-12,45
N652CT,120289,Embraer,001JK,EMB-120,
N652DL,24392,Boeing,81205,757,200
N652FC,000188,Eclipse,ZZZZZ,Eclipse,500
N652FE,735,Airbus,FA849,A300,600 F
N652GT,22571,Boeing,81205,767,200F
N652JB,3029,Airbus,FA849,A320,200
N652JW,4697616,Piper,ZZZZZ,PA-46 Malibu,PA-46 M500
N652KA,AC-652,Fairchild (Swearingen),ZZZZZ,Merlin IV/Metro,SA227 AC
N652KZ,652,Bombardier (Learjet),L00I6,Learjet 35,A
N652L,LW-329,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air E90
N652NK,8021,Airbus,FA849,A320,200
N652PL,31-8052159,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N652PP,680-0083,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N652QS,680A-0198,Textron Aviation (Cessna),ZZZZZ,Citation Latitude (Cessna 680A),680A Citation Latitude
N652RS,145432,Embraer,001JK,ERJ-145,
N652RW,17000075,Embraer,001JK,E170,
N652T,42.AC026,Diamond,ZZZZZ,DA42,
N652UA,25390,Boeing,81205,767,300ER
N6531N,BB-1081,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200
N653A,24611,Boeing,81205,757,200
N653AE,145433,Embraer,001JK,ERJ-145,
N653AF,1653,Pilatus,ZZZZZ,PC-12,47
N653AW,1003,Airbus,FA849,A320,200
N653CA,10129,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N653CC,650-7116,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N653CT,120243,Embraer,001JK,EMB-120,
N653EX,208-00653,Textron Aviation (Cessna),ZZZZZ,Cessna,208 Caravan
N653FE,736,Airbus,FA849,A300,600 F
N653FJ,110,Dassault,F6117,Falcon 10,
N653GA,6353,Gulfstream,2AAX5,Gulfstream G650,
N653GT,22572,Boeing,81205,767,200F
N653JB,3039,Airbus,FA849,A320,200
N653K,LA-20,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air F90
N653MK,5211,Gulfstream,2AAX5,Gulfstream G550,
N653NK,8012,Airbus,FA849,A320,200
N653QS,680A-0199,Textron Aviation (Cessna),ZZZZZ,Citation Latitude (Cessna 680A),680A Citation Latitude
N653RW,17000076,Embraer,001JK,E170,
N653SC,31P-25,Piper,ZZZZZ,PA-31 Navajo,PA-31P
N653SW,28398,Boeing,81205,737 (CFMI),300
N653TB,BB-586,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N653UA,25391,Boeing,81205,767,300ER
N654AE,145437,Embraer,001JK,ERJ-145,
N654AN,60-065,Bombardier (Learjet),L00I6,Learjet 60,
N654AR,DC-868B,Fairchild (Swearingen),ZZZZZ,Merlin IV/Metro,SA227 CC
N654AT,45-371,Bombardier (Learjet),L00I6,Learjet 45,
N654AW,1050,Airbus,FA849,A320,200
N654BA,BL-54,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200C
N654CE,560-0654,Textron Aviation (Cessna),ZZZZZ,Citation Encore (Cessna 560),560 Citation Encore
N654CM,5009,Bombardier (Canadair),L00I6,Challenger,601-3
N654CP,113,Dassault,F6117,Falcon 50,
N654CW,439,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N654DF,753,Viking Air,ZZZZZ,DHC-2,
N654DL,24394,Boeing,81205,757,200
N654FE,738,Airbus,FA849,A300,600 F
N654FM,BB-654,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N654H,31-8152095,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N654N,31-683,Piper,ZZZZZ,PA-31 Navajo,PA-31-310
N654NK,8176,Airbus,FA849,A320,200
N654PD,560-6236,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N654QS,560-5611,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N654RW,17000104,Embraer,001JK,E170,
N654SR,50500436,Embraer,001JK,Phenom,300
N654UA,25392,Boeing,81205,767,300ER
N654WW,525-0053,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ1 (Cessna 525),525 CitationJet
N654YS,465-60,Rockwell,ZZZZZ,Sabreliner,65 (NA265-65)
N655AA,24613,Boeing,81205,757,200
N655AE,145452,Embraer,001JK,ERJ-145,
N655AT,501-0030,Textron Aviation (Cessna),ZZZZZ,Citation I (Cessna 500),501 Citation I SP
N655AW,1075,Airbus,FA849,A320,200
N655BA,BB-655,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N655CA,10134,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N655CK,525-0448,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ1 (Cessna 525),525 CJ1
N655CM,RJ-17,Textron Aviation (Hawker),ZZZZZ,Hawker 400 / Beechjet 400,Beechjet 400
N655DF,LJ-1197,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90A
N655DL,24395,Boeing,81205,757,200
N655FE,742,Airbus,FA849,A300,600 F
N655GD,6355,Gulfstream,2AAX5,Gulfstream G650,ER
N655GT,23058,Boeing,81205,767,200F
N655JB,3072,Airbus,FA849,A320,200
N655JH,655,Bombardier (Learjet),L00I6,Learjet 35,A
N655JS,560-0190,Textron Aviation (Cessna),ZZZZZ,Citation V (Cessna 560),560 Citation V
N655MC,55000050,Embraer,001JK,Legacy 500,
N655MM,680-0063,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N655MW,UE-377,Textron Aviation (Beechcraft),ZZZZZ,Beech 1900,D
N655NG,1655,Pilatus,ZZZZZ,PC-12,47
N655NK,8376,Airbus,FA849,A320,200
N655PE,199,Dassault,F6117,Falcon 10/100,Falcon 100
N655QS,560-5655,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N655RW,17000105,Embraer,001JK,E170,
N655SC,FL-239,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N655TC,195,Dassault,F6117,Falcon 900,C
N655TR,006,Bombardier (Learjet),L00I6,Learjet 55,
N655UA,25393,Boeing,81205,767,300ER
N655WE,525-0920,Textron Aviation (Cessna),ZZZZZ,Citation M2,
N655WN,28400,Boeing,81205,737 (CFMI),300
N6561B,520,Britten-Norman,ZZZZZ,BN-2,A
N6561C,414A-0014,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N6563K,LJ-1032,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90-1
N656AA,24614,Boeing,81205,757,200
N656AE,145740,Embraer,001JK,ERJ-145,
N656AW,1079,Airbus,FA849,A320,200
N656CA,10143,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N656FE,745,Airbus,FA849,A300,600 F
N656FN,144,Dassault,F6117,Falcon 7X,
N656FP,550-0265,Eclipse,ZZZZZ,Eclipse 500,550
N656GT,23017,Boeing,81205,767,200F
N656JB,3091,Airbus,FA849,A320,200
N656JG,560-0298,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N656NK,8400,Airbus,FA849,A320,200
N656PS,550-0009,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N656QS,560-5732,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N656RW,17000113,Embraer,001JK,E170,
N656SM,525B-0117,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ3 (Cessna 525B),525B CJ3
N656SW,28401,Boeing,81205,737 (CFMI),300
N656TT,6234,Gulfstream,2AAX5,Gulfstream G650,ER
N656UA,25394,Boeing,81205,767,300ER
N656VR,258656,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 800
N656Z,560-0656,Textron Aviation (Cessna),ZZZZZ,Citation Encore (Cessna 560),560 Citation Encore
N6578C,414A-0020,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N657AE,145744,Embraer,001JK,ERJ-145,
N657AM,24615,Boeing,81205,757,200
N657AT,6041,Gulfstream,2AAX5,Gulfstream G650,ER
N657AW,1083,Airbus,FA849,A320,200
N657BA,657,BAE Systems (Jetstream),K1987,Jetstream 31,
N657BM,331,Bombardier (Learjet),L00I6,Learjet 25,D
N657CT,5665,Bombardier (Canadair),L00I6,Challenger,604
N657DJ,094,Bombardier (Learjet),L00I6,Learjet 55,
N657DM,560-0810,Textron Aviation (Cessna),ZZZZZ,Citation Encore (Cessna 560),560 Citation Encore
N657EZ,1097,Pilatus,ZZZZZ,PC-12,47
N657FE,748,Airbus,FA849,A300,600 F
N657FG,4697657,Piper,ZZZZZ,PA-46 Malibu,PA-46 M500
N657GC,11657,Rockwell,ZZZZZ,Turbo Commander,690C
N657GD,6357,Gulfstream,2AAX5,Gulfstream G650,ER
N657GT,23018,Boeing,81205,767,200F
N657JB,3119,Airbus,FA849,A320,200
N657KT,BB-1761,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200
N657MA,650,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N657NG,RB-113,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N657NK,6672,Airbus,FA849,A321,200
N657PP,45-340,Bombardier (Learjet),L00I6,Learjet 45,
N657QS,560-5636,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N657RW,17000115,Embraer,001JK,E170,
N657T,650-7042,Textron Aviation (Cessna),ZZZZZ,Citation VII (Cessna 650),670 Citation VII
N657UA,27112,Boeing,81205,767,300ER
N657WA,4698057,Piper,ZZZZZ,PA-46 Malibu,PA-46 M600
N657WM,421C-0474,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N65832,44563,Boeing,81205,737 NG,900ER
N658AA,24616,Boeing,81205,757,200
N658AE,145760,Embraer,001JK,ERJ-145,
N658AG,525C-0226,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ4 (Cessna 525C),525C CJ4
N658AT,414-0406,Textron Aviation (Cessna),ZZZZZ,Cessna,414
N658AW,1110,Airbus,FA849,A320,200
N658CA,10148,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N658DC,BY-188,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air 250
N658DL,24420,Boeing,81205,757,200
N658DV,1419,Gulfstream,2AAX5,Gulfstream IV,SP
N658FE,752,Airbus,FA849,A300,600 F
N658GR,525C-0273,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ4 (Cessna 525C),525C CJ4
N658GT,23019,Boeing,81205,767,200F
N658HC,6022,Gulfstream,2AAX5,Gulfstream G650,
N658JB,3150,Airbus,FA849,A320,200
N658KS,60-071,Bombardier (Learjet),L00I6,Learjet 60,
N658NK,6736,Airbus,FA849,A321,200
N658PC,658,Pilatus,ZZZZZ,PC-12,45
N658QS,560-5665,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N658T,4697658,Piper,ZZZZZ,PA-46 Malibu,PA-46 M500
N658UA,27113,Boeing,81205,767,300ER
N6597C,414A-0028,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N6598L,31-483,Piper,ZZZZZ,PA-31 Navajo,PA-31-300
N6599G,421C-0275,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N659AA,24617,Boeing,81205,757,200
N659AE,145762,Embraer,001JK,ERJ-145,
N659AS,S550-0147,Textron Aviation (Cessna),ZZZZZ,Citation S/II (Cessna S550),S550 Citation S/II
N659AW,1166,Airbus,FA849,A320,200
N659BR,7509,Bombardier (Canadair),L00I6,CRJ200,
N659BX,169,Bombardier (Learjet),L00I6,Learjet 31,A
N659CA,10153,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N659DL,24421,Boeing,81205,757,200
